arm,observer,goal_correct,final_entropy,engaged_fraction,error_reduction,posterior
no_tool_hypothesis,18,1,1.2667850021334652,0.0,0.5060404796029208,"[0.4394582364917949, 0.11013508010973135, 0.18045561679726876, 0.26995106660120505]"
no_tool_hypothesis,19,0,0.9675402469278405,0.0,-0.8542318119918386,"[0.10062131818083257, 0.6845419413175439, 0.1230289491033428, 0.09180779139828049]"
no_tool_hypothesis,20,0,1.3578114284734364,0.0,0.033310448174831864,"[0.23360935940619487, 0.27237645240614156, 0.16620571772287937, 0.327808470464784]"
no_tool_hypothesis,21,0,0.8659428547849872,0.0,-1.0714233439903984,"[0.05507410881376757, 0.09070281547754402, 0.12408139015991687, 0.7301416855487715]"
no_tool_hypothesis,22,0,1.301045602679212,0.0,-0.1460626960373037,"[0.15903700211941396, 0.43478199721618155, 0.18890351595160143, 0.21727748471280312]"
no_tool_hypothesis,23,0,1.3643031617897583,0.0,0.1842630861975716,"[0.18798456917930428, 0.25455574721015045, 0.3322665010109797, 0.2251931825995654]"
no_tool_hypothesis,24,1,0.6055797624493435,0.0,1.0815770589533096,"[0.04503460643337534, 0.07371381754867552, 0.8413937306437747, 0.03985784537417433]"
no_tool_hypothesis,25,0,1.3470303412255675,0.0,-0.3610720073672353,"[0.2807078601317246, 0.20519765751231872, 0.1659788550561622, 0.3481156272997944]"
no_tool_hypothesis,26,1,1.2130967518950182,0.0,0.626710223695346,"[0.13377702926643592, 0.08515948830395183, 0.39857705379688624, 0.38248642863272597]"
no_tool_hypothesis,27,1,1.1742724329187655,0.0,0.6930152029249519,"[0.17979905568282106, 0.12215171246193868, 0.5520331306786888, 0.14601610117655164]"
no_tool_hypothesis,28,0,1.204304843235289,0.0,-0.3314386489054335,"[0.260000528324948, 0.499977315750786, 0.13297487511686618, 0.10704728080739953]"
no_tool_hypothesis,29,0,1.362592247545029,0.0,-0.013653633348675642,"[0.2404250747522474, 0.19066432865526783, 0.34095234442587286, 0.22795825216661197]"
no_tool_hypothesis,30,0,1.0480695819767616,0.0,-1.1980791332227716,"[0.567819857737546, 0.06947377268003607, 0.06703225318806823, 0.29567411639434976]"
no_tool_hypothesis,31,0,1.381395486314561,0.0,-0.06673237223070028,"[0.2731445835654599, 0.2584109421139307, 0.2090903690410992, 0.25935410527951014]"
no_tool_hypothesis,32,0,1.3416284276193546,0.0,-0.2470087161506931,"[0.3539864355806104, 0.19872888170820183, 0.2849004736920054, 0.16238420901918252]"
no_tool_hypothesis,33,1,1.2177635474722688,0.0,0.5160655370318729,"[0.1143848949328043, 0.14187578730432837, 0.4971106214838996, 0.2466286962789677]"
no_tool_hypothesis,34,0,0.39011590781339855,0.0,-2.374470994228021,"[0.04048595187960669, 0.023911997012649094, 0.023214562603391074, 0.912387488504353]"
no_tool_hypothesis,35,1,1.3266076601842451,0.0,0.6080549466557224,"[0.3509663143507272, 0.31426440295919245, 0.14489291187600384, 0.18987637081407657]"
no_tool_hypothesis,36,0,1.369320997366788,0.0,-0.3566687760664444,"[0.22818552831999767, 0.33207534958754314, 0.21884727569668466, 0.2208918463957745]"
no_tool_hypothesis,37,0,1.1403193719382703,0.0,-0.6004955031172359,"[0.1296466162051115, 0.5731647961868175, 0.10997152254137499, 0.18721706506669608]"
no_tool_hypothesis,38,0,1.3354761654529836,0.0,0.2541810136673792,"[0.362601779492927, 0.2820763257299024, 0.20186479245338498, 0.15345710232378565]"
no_tool_hypothesis,39,0,0.6116281459888233,0.0,-1.8009385460328473,"[0.038473904200717196, 0.07042844695758887, 0.05145849877958718, 0.8396391500621068]"
no_tool_hypothesis,40,0,1.3132923204776483,0.0,-0.4323809749950469,"[0.27175961985066033, 0.3885337166608036, 0.12820881703631487, 0.21149784645222103]"
no_tool_hypothesis,41,1,1.3419271135025896,0.0,0.3275427739271708,"[0.35360626959771724, 0.2015088594468758, 0.16103572513162334, 0.28384914582378373]"
no_tool_hypothesis,42,0,1.3708662539155434,0.0,-0.06436832227843992,"[0.18321095052096975, 0.2987730036769247, 0.24471485454671071, 0.27330119125539487]"
no_tool_hypothesis,43,0,1.154239215041447,0.0,-0.2641771180759751,"[0.1710975244689322, 0.15405575959451828, 0.5657185343450459, 0.10912818159150353]"
no_tool_hypothesis,44,0,1.3594756152367617,0.0,0.06081804429011073,"[0.3524258882697423, 0.22642899217737572, 0.22090803187989333, 0.2002370876729887]"
no_tool_hypothesis,45,0,1.3479924051705652,0.0,0.231156111692155,"[0.3603091854949205, 0.22481872675181835, 0.16706480406631158, 0.2478072836869496]"
no_tool_hypothesis,46,0,1.353372738360267,0.0,-0.1596243092261047,"[0.18724388625373853, 0.2571991320821327, 0.20151857658687647, 0.3540384050772522]"
no_tool_hypothesis,47,0,1.2885235892302016,0.0,-0.39306284612035247,"[0.1656967795148372, 0.4006474136549787, 0.1266117117215924, 0.30704409510859165]"
no_tool_hypothesis,48,0,1.1876267788382107,0.0,-0.5360379309941046,"[0.1878716091594369, 0.13492537256543707, 0.13573594387256444, 0.5414670744025616]"
no_tool_hypothesis,49,0,1.3623081744220662,0.0,0.04044744513997456,"[0.16945300534100521, 0.23581589703016823, 0.30920190123572233, 0.2855291963931042]"
no_tool_hypothesis,50,0,1.2755462093675702,0.0,-0.273879722756037,"[0.44310969917759613, 0.26271897302260583, 0.15156152771415055, 0.14260980008564747]"
no_tool_hypothesis,51,0,1.342941724194542,0.0,0.20551802759452187,"[0.28231437098589984, 0.17533047167357077, 0.35624178131587997, 0.1861133760246496]"
no_tool_hypothesis,52,0,0.8316961367344922,0.0,-1.1257688445273017,"[0.09956553213659669, 0.06984833866092978, 0.7511630775712881, 0.07942305163118579]"
no_tool_hypothesis,53,0,0.8919548391030411,0.0,-1.0414495159325825,"[0.12643340337150327, 0.0839154806388658, 0.7198045475391139, 0.06984656845051695]"
no_tool_hypothesis,54,0,0.9201233585741371,0.0,-0.5155630214436326,"[0.7074236369124354, 0.0710317210104651, 0.10850349822742414, 0.11304114384967524]"
no_tool_hypothesis,55,1,1.3468765137590155,0.0,0.2351167264873648,"[0.2134472956824579, 0.34071046883455486, 0.28719222708479475, 0.15865000839819246]"
no_tool_hypothesis,56,0,1.3641858395591315,0.0,0.16979483117038163,"[0.17491572050978296, 0.29261672250776904, 0.30274362120871245, 0.22972393577373557]"
no_tool_hypothesis,57,0,1.3501896848352604,0.0,-0.020024538903157696,"[0.1525394026788846, 0.32470957841082354, 0.23202818561222613, 0.2907228332980657]"
no_tool_hypothesis,58,0,0.5081827439787653,0.0,-2.258728165652613,"[0.027423213333014798, 0.0267415189027084, 0.8716470565962589, 0.07418821116801808]"
no_tool_hypothesis,59,1,1.299760624135926,0.0,0.44008268860415933,"[0.14007521548454216, 0.1554647909623673, 0.35511004677487323, 0.3493499467782174]"
with_tool_hypothesis,0,0,1.4469201286346807,0.0,-1.179872929839505,"[0.07144305398610931, 0.08094028962639774, 0.2769133011379151, 0.35332105236043754, 0.21738230288914046]"
with_tool_hypothesis,1,0,1.3003275842289461,0.07142857142857142,-1.0863510190115029,"[0.07114454745222898, 0.08347612489324871, 0.46948263050472805, 0.07104379660795312, 0.3048529005418411]"
with_tool_hypothesis,2,0,1.4966027871019445,0.0,-0.5644388642567575,"[0.30476574327654427, 0.1172966538161852, 0.09464412784034595, 0.16244764779867238, 0.3208458272682523]"
with_tool_hypothesis,3,0,1.5500628676944044,0.0,-0.1331178659919987,"[0.23177761352239573, 0.14011556465073816, 0.2535235688305049, 0.10279926461410649, 0.27178398838225465]"
with_tool_hypothesis,4,0,1.3701963743389602,0.0,-0.7995651199563538,"[0.07019879393918771, 0.09144415316768631, 0.1772190529944957, 0.1776442552378593, 0.483493744660771]"
with_tool_hypothesis,5,0,1.547098250527578,0.0,-0.046469638456187345,"[0.17637243572025924, 0.2550141801692584, 0.08178790148623952, 0.2467375355981996, 0.24008794702604314]"
with_tool_hypothesis,6,0,1.1187002222683038,0.0,-1.2039836654460516,"[0.6018478573644694, 0.028917303255073266, 0.07192760456060973, 0.06868509653089125, 0.22862213828895633]"
with_tool_hypothesis,7,0,1.4348767395121287,0.0,-0.22342819139258152,"[0.1511512177403135, 0.17802996163986373, 0.09864931860202687, 0.1201719553076423, 0.45199754671015363]"
with_tool_hypothesis,8,0,1.520212347315118,0.0,0.01457913035951619,"[0.3219492461990132, 0.09380014753181021, 0.12398805985109326, 0.2105577636816226, 0.24970478273646068]"
with_tool_hypothesis,9,0,1.4489024853255972,0.0,-0.5584203364121421,"[0.31727772233462614, 0.07302941697698304, 0.1387249961603622, 0.11781669364443718, 0.35315117088359144]"
with_tool_hypothesis,10,0,0.778535408135686,0.14285714285714285,-0.1920376530185155,"[0.7628237336737692, 0.02227079983682412, 0.013407829243782981, 0.15676349931135009, 0.04473413793427378]"
with_tool_hypothesis,11,0,1.4610596328623648,0.0,-0.6435719669851212,"[0.13453477492893895, 0.14789046060562833, 0.1280640350609906, 0.1494841124075654, 0.44002661699687684]"
with_tool_hypothesis,12,0,1.4673563558565295,0.0,-0.3355429381458441,"[0.11787163062738411, 0.09771709613635904, 0.15001529088917845, 0.22883519314169395, 0.40556078920538446]"
with_tool_hypothesis,13,0,1.4643815885386633,0.0,0.10860930872377161,"[0.15280309017230884, 0.24394292666373313, 0.08375557880429127, 0.12378397888530865, 0.395714425474358]"
with_tool_hypothesis,14,0,1.4907145815752305,0.0,-0.24502090711161428,"[0.12075911709695492, 0.15206892701649308, 0.18508167854934013, 0.13554936351703173, 0.40654091382018]"
with_tool_hypothesis,15,0,1.5275478020035624,0.0,-0.572994261371035,"[0.15894791699801364, 0.1386315053268474, 0.15041028263220885, 0.17976840336115407, 0.37224189168177607]"
with_tool_hypothesis,16,0,1.4497738439374845,0.0,-0.6611517963484106,"[0.3799671115355667, 0.16009724560996402, 0.07837335944484577, 0.10208204193359369, 0.2794802414760297]"
with_tool_hypothesis,17,0,1.443204778647352,0.0,-0.00633865733559702,"[0.11484010474247666, 0.20529870957349122, 0.07260699299677155, 0.18867258227487055, 0.4185816104123901]"
with_tool_hypothesis,18,1,1.498472234074646,0.0,0.544511323914419,"[0.3753896119586163, 0.11617059455382678, 0.12475410973303891, 0.24068097062461347, 0.1430047131299047]"
with_tool_hypothesis,19,0,1.2842943372323883,0.0,-0.8907181791149168,"[0.07784538407993122, 0.52872631708489, 0.09508760621129753, 0.07126287387503157, 0.22707781874884964]"
with_tool_hypothesis,20,0,1.5695164811312998,0.0,-0.11796012226649699,"[0.1667410957098537, 0.19988090359301997, 0.11618997548825694, 0.24633945384353756, 0.2708485713653318]"
with_tool_hypothesis,21,0,1.1593354696035614,0.0,-0.9990985147931546,"[0.04718636904945238, 0.07736315278622419, 0.10641194224510925, 0.6208678653600412, 0.14817067055917293]"
with_tool_hypothesis,22,0,1.4573797395332002,0.0,-0.4555950456695703,"[0.09554045375586086, 0.2673343027258288, 0.1129446661399163, 0.1316744424225269, 0.39250613495586684]"
with_tool_hypothesis,23,0,1.4763746452117552,0.0,-0.07973448946259798,"[0.10901373368925756, 0.15261346767683653, 0.1908599750829841, 0.13161676468981176, 0.41589605886111003]"
with_tool_hypothesis,24,1,1.4173521968751657,0.0,0.4762253043845742,"[0.0781970119664095, 0.17842543354168966, 0.39156524217079436, 0.070239966784406, 0.2815723455367005]"
with_tool_hypothesis,25,0,1.545107572022152,0.0,-0.33647333621922115,"[0.19666087322934328, 0.10591749428810567, 0.14339551979301782, 0.2523128525061272, 0.3017132601834061]"
with_tool_hypothesis,26,0,1.4564271091999785,0.0,0.5421887940523153,"[0.08671413331973711, 0.06241197824231145, 0.2838694772483672, 0.2673497351230622, 0.29965467606652196]"
with_tool_hypothesis,27,0,1.3098206152543612,0.0,0.30085049860541324,"[0.09336790655497101, 0.06427689017516616, 0.28774591519880865, 0.07877540920572958, 0.4758338788653246]"
with_tool_hypothesis,28,0,1.342256112943808,0.0,-0.6123932069394586,"[0.12381978392241688, 0.28060343970353896, 0.08031498458755132, 0.05873951789444983, 0.45652227389204303]"
with_tool_hypothesis,29,0,1.4843324180062933,0.0,-0.27993387402538294,"[0.14276085828782675, 0.11614380915667885, 0.20074340051262296, 0.1329100988067805, 0.407441833236091]"
with_tool_hypothesis,30,0,1.3788727715314262,0.35714285714285715,-1.3546718450635293,"[0.28062558324980574, 0.04956275023842133, 0.05894499067717776, 0.2316034708799458, 0.3792632049546495]"
with_tool_hypothesis,31,0,1.5951769770557687,0.0,0.0914723343564996,"[0.20112664238187716, 0.15308070148984007, 0.19627399316595895, 0.19036482751300046, 0.2591538354493234]"
with_tool_hypothesis,32,0,1.5010719902625127,0.0,-0.4217899974548909,"[0.20053972464102107, 0.13008571385210357, 0.18044328576172827, 0.10529012553664742, 0.3836411502084997]"
with_tool_hypothesis,33,1,1.4692951833385897,0.0,0.4427902777043038,"[0.08908826712535696, 0.10683450438699461, 0.39587443354042295, 0.19308170077128403, 0.21512109417594147]"
with_tool_hypothesis,34,0,0.6830499389490661,0.0,-2.287284958188449,"[0.0362116907183016, 0.021337781053497838, 0.02038213775272857, 0.8172041992553305, 0.10486419122014136]"
with_tool_hypothesis,35,0,1.5107070428795586,0.0,0.42288134861172333,"[0.23248145579867152, 0.1955033502382038, 0.09589994645754252, 0.12517334321271228, 0.35094190429286964]"
with_tool_hypothesis,36,0,1.5491174529536829,0.0,-0.6439643616137065,"[0.230298888087148, 0.16624357622231284, 0.14294813784036448, 0.13377351093358586, 0.32673588691658884]"
with_tool_hypothesis,37,0,1.4137170150890452,0.0,-0.5730093120628665,"[0.1020327895696183, 0.2320427208696481, 0.08919752099636025, 0.1308689516593461, 0.44585801690502724]"
with_tool_hypothesis,38,0,1.4971270938149375,0.0,-4.0327983286125857e-07,"[0.23015533093018012, 0.17624277097786892, 0.12587303276966497, 0.09555346164684664, 0.37217540367543933]"
with_tool_hypothesis,39,0,0.8821762615804358,0.0,-1.7665734518578218,"[0.03322301400679773, 0.04368174739240613, 0.057261770721691876, 0.7483437322903691, 0.11748973558873482]"
with_tool_hypothesis,40,0,1.4719682627412891,0.0,-0.6875198048247231,"[0.16737631828247992, 0.2330511388500877, 0.07916064348117324, 0.1301255087510939, 0.3902863906351651]"
with_tool_hypothesis,41,0,1.5568046341667745,0.0,0.1713075329036422,"[0.2580809812094319, 0.11115090939302184, 0.1434366959272845, 0.21420470492270122, 0.27312670854756044]"
with_tool_hypothesis,42,0,1.5494254139205124,0.0,-0.29799586421960234,"[0.11731866047819395, 0.1999122426370043, 0.16456534936412892, 0.18651878962232477, 0.3316849578983479]"
with_tool_hypothesis,43,0,1.4264150129102202,0.0,-0.33433967079656,"[0.13170226299118665, 0.11566548547743888, 0.4331872221644747, 0.08298953890255664, 0.23645549046434305]"
with_tool_hypothesis,44,0,1.5506031503666806,0.0,-0.09404925999733482,"[0.23650323815675334, 0.15396955981909016, 0.14947131715860618, 0.13710365683596692, 0.3229522280295834]"
with_tool_hypothesis,45,0,1.4904185628872206,0.0,-0.02303775344188086,"[0.2141306482101189, 0.13725682591212876, 0.10257480964025596, 0.15298014488056297, 0.3930575713569333]"
with_tool_hypothesis,46,0,1.3758571022160697,0.0,-0.4400833063005287,"[0.10158873616271795, 0.11627451824105908, 0.10456053708091183, 0.18125517138203073, 0.49632103713328046]"
with_tool_hypothesis,47,0,1.5177894594141563,0.0,-0.5051012345198587,"[0.11820086316426891, 0.2807551883940467, 0.09050492338664055, 0.21692632518881658, 0.29361269986622734]"
with_tool_hypothesis,48,0,1.5201964147964606,0.0,-0.4909233733306064,"[0.16567740743109102, 0.11764516313882992, 0.11843393742911312, 0.2641244559745197, 0.334119036026446]"
with_tool_hypothesis,49,0,1.4122502192783464,0.0,-0.29718563584614577,"[0.09422481910107167, 0.12738949675858946, 0.15723860575339174, 0.1475431622939807, 0.4736039160929665]"
with_tool_hypothesis,50,0,1.4912364106885199,0.0,-0.4416183072588542,"[0.29713910087148904, 0.1765549254010851, 0.10238356509275379, 0.09644493474392513, 0.32747747389074705]"
with_tool_hypothesis,51,0,1.5631131328683991,0.0,0.11269409134327901,"[0.21518447279574343, 0.12805861533179863, 0.2912460165332749, 0.13782007883601788, 0.22769081650316525]"
with_tool_hypothesis,52,0,1.181056782652918,0.0,-1.165521687315992,"[0.07643035429848222, 0.05365361779726288, 0.5761254625544471, 0.06096711352457446, 0.23282345182523329]"
with_tool_hypothesis,53,0,1.16054647449382,0.0,-1.0174347750513668,"[0.11472638529799938, 0.0692308455910104, 0.6250089576896645, 0.05803799413232321, 0.1329958172890027]"
with_tool_hypothesis,54,0,1.3152966786316307,0.0,-0.4799440046151018,"[0.48193673784632673, 0.05904595544928893, 0.09225357533715742, 0.09396577450482352, 0.2727979568624033]"
with_tool_hypothesis,55,0,1.5482729351453095,0.0,0.05470635178781302,"[0.14596080421652333, 0.2379525942431726, 0.2026118774614521, 0.10768332530151944, 0.3057913987773325]"
with_tool_hypothesis,56,0,1.5344113780655757,0.0,-0.031880717527202895,"[0.11436235029548544, 0.190180007847092, 0.19592049870674258, 0.14932913223019895, 0.35020801092048104]"
with_tool_hypothesis,57,0,1.5569849867651773,0.0,-0.18912427716788094,"[0.10434725373977606, 0.23911223012831218, 0.16353898782795312, 0.20365477562649625, 0.28934675267746257]"
with_tool_hypothesis,58,0,0.8398738878628763,0.0,-2.1804480386294065,"[0.02358620621480827, 0.023090990072141347, 0.7509349806771962, 0.06370097471977279, 0.13868684831608147]"
with_tool_hypothesis,59,1,1.5436281844215824,0.0,0.39326213548384814,"[0.11172646424175081, 0.125368803153143, 0.2792551554055478, 0.2742376044968773, 0.2094119727026812]"
human_control,0,1,0.0004210100951436597,0.14285714285714285,1.334133000065332,"[2.7809189571465436e-10, 0.9999623693571894, 2.77034121120992e-10, 2.8550227147056823e-10, 3.7629802182463076e-05]"
human_control,1,1,0.07468823899419215,0.0,1.5437648500141807,"[7.792692365778497e-08, 9.244985656400212e-08, 1.2320760979341831e-07, 0.9857594994882565, 0.01424020692735354]"
human_control,2,1,0.06356831505603268,0.0,1.5668676569480244,"[3.2414328142806576e-07, 0.9883261451887664, 2.1612175740107844e-07, 2.74974358559802e-07, 0.011673039571836154]"
human_control,3,1,0.00020354298742704881,0.0,1.328842155901391,"[0.9999830926022866, 4.376907191874525e-08, 4.7238323917528114e-08, 3.194175967862563e-08, 1.6784448557719818e-05]"
human_control,4,1,0.005581324579260067,0.07142857142857142,1.591791177101824,"[3.217973157161146e-07, 0.9993296808895802, 3.216766898593296e-07, 9.440962736325658e-07, 0.0006687315401404201]"
human_control,5,1,0.010451138184532381,0.14285714285714285,1.351581991292999,"[2.4635773542359785e-09, 1.599894705766039e-09, 1.770271005527568e-09, 0.9986224631878167, 0.0013775309784403297]"
human_control,6,1,0.0918788832357246,0.0,1.4556344183981698,"[7.683050579155805e-08, 6.001617891575303e-08, 6.716112550269807e-08, 0.9815670488674821, 0.01843274712470781]"
human_control,7,1,0.13013111632136368,0.0,1.6369461514416483,"[0.9713191737689655, 1.540568686286072e-07, 1.0612904668079968e-07, 1.0380533890607149e-07, 0.028680462239780307]"
human_control,8,1,0.14253282457648847,0.07142857142857142,1.5399425447524606,"[3.156194576281027e-05, 1.8972973455893904e-05, 1.5953376188034043e-05, 0.9678948367565354, 0.03203867494805793]"
human_control,9,1,0.06745450313526086,0.0,1.5675671749538098,"[7.546207030720525e-08, 7.561665017523573e-08, 9.130462712610839e-08, 0.987441726895869, 0.012558030720783367]"
human_control,10,1,0.00330681079243384,0.14285714285714285,1.6606080785994515,"[1.1920367876995183e-07, 1.5238596627882925e-07, 1.5679675445938989e-07, 0.9996288173546877, 0.00037075425891286364]"
human_control,11,1,0.05311092996229143,0.2857142857142857,1.4022338634880285,"[5.664356351355637e-08, 6.252098432187374e-08, 0.9906251844007353, 6.259433810703464e-08, 0.009374633840378732]"
human_control,12,1,1.3854200275336903e-05,0.5714285714285714,1.802615254094933,"[0.9999990695189738, 4.936691351251418e-11, 4.4625971102212413e-11, 5.402337235510116e-11, 9.303330099104039e-07]"
human_control,13,1,0.013985351629912,0.0,1.517507663597213,"[2.4942256173039788e-06, 0.9980792137835706, 2.1774884806219573e-06, 2.0164240741567487e-06, 0.0019140980782574079]"
human_control,14,1,0.0013665023448858674,0.42857142857142855,1.7532602645116029,"[4.500516682573457e-13, 7.214009131966899e-13, 7.043721835572319e-13, 0.9998617825690395, 0.0001382174290847715]"
human_control,15,1,2.9283512656263096e-06,0.2857142857142857,1.321394063336592,"[2.4039288207823664e-10, 2.941475009183711e-10, 0.9999998234694395, 3.958538493233088e-10, 1.7560016621753239e-07]"
human_control,16,1,0.0029635971854869653,0.21428571428571427,1.8847909455353427,"[4.6627304803420454e-08, 2.4185451010715684e-08, 0.9996715834529657, 2.025203828129653e-08, 0.000328325482240178]"
human_control,17,1,0.02022915078695351,0.0,1.6584328385942648,"[6.380314008425239e-08, 8.679703282749027e-08, 6.306383108166299e-08, 0.9970337687877385, 0.002966017548257878]"
human_control,18,1,0.028531157970757025,0.0,1.5198728505545875,"[0.9955804943852222, 4.830355405497253e-06, 4.894809036734859e-06, 1.2212046316227564e-05, 0.004397568404019388]"
human_control,19,1,0.0007130513407450522,0.5,1.6622452720476701,"[0.9999327784756236, 1.8516061838254148e-12, 2.4353113218506544e-12, 3.0958767540866297e-12, 6.722151699377381e-05]"
human_control,20,1,0.020398702891813197,0.14285714285714285,1.4890735231490688,"[5.864120777364712e-08, 0.9970045688596973, 5.157484637105289e-08, 8.717107778071407e-08, 0.0029952337531707644]"
human_control,21,1,0.02528885168032755,0.07142857142857142,1.5562815215764552,"[3.821227375014151e-08, 0.9961428205371228, 3.6766589504925166e-08, 5.5548383802105183e-08, 0.0038570489356301472]"
human_control,22,1,0.1352609560045951,0.2857142857142857,1.5412146344125774,"[7.942364357462768e-09, 1.0724656170804827e-08, 7.536374786557977e-09, 0.9698507667450167, 0.030149207051588203]"
human_control,23,1,0.01828321161144139,0.0,1.797473779248226,"[5.015089936241492e-08, 0.9973648375999504, 5.314803452129344e-08, 4.794656198800799e-08, 0.0026350111545536503]"
human_control,24,1,0.15832678232692085,0.0,1.3761462565444982,"[3.1967849680359465e-06, 3.465825894657186e-06, 0.9630189602866266, 2.8650134864790324e-06, 0.03697151208902409]"
human_control,25,1,0.0036503725978641742,0.0,1.6052650918144595,"[2.0646152896173167e-06, 1.3996477245123978e-06, 0.9995899181090581, 3.4224044023784756e-06, 0.00040319522352555133]"
human_control,26,1,0.0005019592982356351,0.42857142857142855,1.8013838705195004,"[1.3184115495293858e-12, 7.638368536387109e-13, 0.9999543438923442, 9.038329055567575e-13, 4.565610466959057e-05]"
human_control,27,1,0.0012836978427347664,0.14285714285714285,1.5463991676339095,"[8.835575787818152e-08, 5.922268800703301e-08, 0.9998712501764704, 4.657899926670136e-08, 0.00012855566608456368]"
human_control,28,1,0.07531893054858657,0.0,1.895195715674214,"[6.306090841419448e-05, 4.573829172924261e-05, 0.985890342311281, 7.706789458020265e-05, 0.013923790593995344]"
human_control,29,1,0.017341708559414245,0.14285714285714285,1.6641697599050052,"[0.9975223401337531, 1.2005126910909119e-09, 1.5846244341879186e-09, 1.7490352573757595e-09, 0.002477655332074739]"
human_control,30,1,0.0001137982505360147,0.5,1.649834866129033,"[2.721365153301401e-10, 0.9999909805801315, 1.716441397243114e-10, 2.592968998974017e-10, 9.018716791230435e-06]"
human_control,31,1,0.02539992967310277,0.0,1.7158578634685555,"[5.47276400587093e-06, 6.641625016286369e-06, 0.9961492905594678, 8.16545689509999e-06, 0.0038304295946149066]"
human_control,32,1,0.02661249699457975,0.0,1.8252121086151798,"[2.497670812204194e-05, 1.591549380942853e-05, 2.2490849861606277e-05, 0.9959745910170651, 0.003962025931141897]"
human_control,33,1,0.002082329509902529,0.42857142857142855,1.369227325218284,"[1.7294645129646188e-12, 1.3431635978804944e-12, 0.999778866937992, 1.8049980712562664e-12, 0.00022113305713032628]"
human_control,34,1,0.08825721094564584,0.0,1.542310125805791,"[3.391750855633477e-07, 0.9824744554251494, 2.4822174420561646e-07, 3.4870485660083793e-07, 0.017524608473164158]"
human_control,35,1,0.01704524006344409,0.0,1.879395470491461,"[0.9975722564859429, 1.5980123249354922e-07, 7.846776168021438e-08, 8.104306191777037e-08, 0.0024274242020008744]"
human_control,36,1,0.0340634829234957,0.0,1.2958318441665149,"[8.06752330425756e-06, 7.870205420875208e-06, 0.9945377912402041, 4.813885215331241e-06, 0.00544145714585546]"
human_control,37,1,0.0072887248102129825,0.0,1.8429889150647167,"[2.123167668869494e-06, 3.5718645807331264e-06, 0.9990966041325677, 2.1675435552359407e-06, 0.0008955332916272428]"
human_control,38,1,0.07217062678115765,0.0,1.7223822432310296,"[6.814236242758039e-05, 0.9865806458938923, 4.708534579866103e-05, 3.6076469296966784e-05, 0.013268049928584394]"
