d,expertise,seed_rep,observer,psi,kl_posterior_prior,goal_accuracy,final_entropy,n_ghost_in_corpus,kl,regret,regret_norm,argmax_preserved,sycophancy,entropy_recovered
0.0,1.0,0,18,3.2333995571084233,1.4042475854406065,1.0,2.0508002167488303e-07,0,0.0038014317888634686,0.9294220895331606,0.030980736317772015,1,0.74,1.309184885484095
0.0,1.0,0,19,3.213665582151226,1.3956772290106785,1.0,1.374252939563816e-05,0,0.003800986336897967,0.9294550051661132,0.030981833505537102,1,0.725,1.3091835939832361
0.0,1.0,1,0,3.083258457398086,1.339042134329521,1.0,8.034539080345533e-08,0,0.0029606839441564635,0.2620319265242643,0.00873439755080881,1,0.45,1.263642098923518
0.0,1.0,1,1,3.256916513669922,1.4144608699064238,1.0,1.3329469722912187e-06,0,0.0029606795483817037,0.2620320248311936,0.008734400827706452,1,0.455,1.2636420551024554
0.0,1.0,1,2,3.2872854488858763,1.4276499308919903,1.0,6.254869913984028e-07,0,0.0029606851740106655,0.26203197464138017,0.008734399154712672,1,0.345,1.2636420777879254
0.0,1.0,1,3,3.212829631092646,1.3953141800787958,1.0,9.631928652308135e-06,0,0.002960777090334529,0.2620284741928436,0.008734282473094785,1,0.415,1.2636407251359036
0.0,1.0,1,4,3.3003341723633715,1.433316919494148,1.0,3.825662072542691e-05,0,0.0029605997488167707,0.2620409373530863,0.008734697911769543,1,0.45,1.2636378200375622
0.0,1.0,1,5,3.418167390619633,1.4844912359677433,1.0,1.75290832093062e-06,0,0.0029606671265389726,0.26203276283704446,0.00873442542790148,1,0.445,1.2636422203663324
0.0,1.0,1,6,3.1312587269507253,1.3598883865261011,1.0,1.4507175901981054e-05,0,0.0029608618890897697,0.2620236242935059,0.008734120809783528,1,0.39,1.2636425416459187
0.0,1.0,1,7,3.21797405669114,1.3975483757287839,1.0,1.0389050680430643e-06,0,0.0029606933578669005,0.2620313016895637,0.008734376722985455,1,0.475,1.2636420865902693
0.0,1.0,1,8,3.0993589156079784,1.3460344744861914,1.0,1.3397760054488175e-06,0,0.0029606924919564877,0.2620313405902297,0.008734378019674322,1,0.415,1.263642121868827
0.0,1.0,1,9,3.3035448891001007,1.4347113160558633,1.0,3.0000800842384812e-05,0,0.0029611482938603838,0.2620063654832361,0.008733545516107869,1,0.42,1.2636418429459504
0.0,1.0,1,10,3.302369936515167,1.4342010406317287,1.0,1.5281299626981383e-05,0,0.0029603827342302783,0.26204988899584114,0.00873499629986137,1,0.45,1.2636428756464215
0.0,1.0,1,11,3.232772531353415,1.403975271615195,1.0,1.3070788643524764e-06,0,0.002960681222155173,0.262032186750738,0.0087344062250246,1,0.43,1.2636420071170613
0.0,1.0,1,12,3.3377437160920214,1.4495636779060188,1.0,5.98129357049293e-08,0,0.0029606838749279135,0.2620319343218491,0.008734397810728304,1,0.435,1.2636420984614412
0.0,1.0,1,13,3.1928196410339886,1.3866239518133825,1.0,1.4670695032038727e-06,0,0.0029606709580768495,0.2620325687575864,0.008734418958586213,1,0.425,1.2636420915116942
0.0,1.0,1,14,3.2328223460957104,1.4039969058828914,1.0,1.1694906845883428e-06,0,0.0029606877995573782,0.26203188883960893,0.00873439629465363,1,0.49,1.2636420702730942
0.0,1.0,1,15,3.328108694881533,1.445379241361283,1.0,9.616245092380306e-06,0,0.002960843791109029,0.26202248979747544,0.00873408299324918,1,0.43,1.2636416118655853
0.0,1.0,1,16,3.2197949480282224,1.3983391787886243,1.0,1.1703316041658132e-06,0,0.0029606991028191688,0.2620310179921481,0.008734367266404936,1,0.4,1.263642065358075
0.0,1.0,1,17,3.4184354245156054,1.4846076416097276,1.0,0.00020722133421769592,0,0.002957663213820256,0.26227031834402115,0.008742343944800704,1,0.45,1.2636712547865359
0.0,1.0,1,18,3.4469270597655903,1.4969814015791958,1.0,5.2026591024853e-07,0,0.0029606852065989504,0.2620319775970825,0.008734399253236083,1,0.415,1.2636420726942197
0.0,1.0,1,19,3.373222987488064,1.4649721296952678,1.0,1.4124513674840496e-06,0,0.002960687031334638,0.2620317842264852,0.008734392807549505,1,0.43,1.263642111430413
0.0,1.0,2,0,3.349706099510674,1.4547588750151506,1.0,1.4030924996212546e-06,0,0.0003827515884544915,1.1105496041000196,0.03701832013666732,1,0.41,1.2790788411886727
0.0,1.0,2,1,3.2422827464862563,1.408105505569101,1.0,1.626191251341265e-05,0,0.0003826659237126202,1.1105213459002006,0.03701737819667335,1,0.415,1.279078176408119
0.0,1.0,2,2,3.1923004222824365,1.3863984579746826,1.0,1.502056405288914e-06,0,0.0003827559347843127,1.110555343725006,0.037018511457500194,1,0.425,1.279078958828808
0.0,1.0,2,3,3.1611958151973747,1.3728898987558715,1.0,2.2766609088294014e-05,0,0.0003828915682063021,1.1106050062484163,0.037020166874947205,1,0.385,1.2790792055705997
0.0,1.0,2,4,3.27960733819909,1.4243153697892763,1.0,6.713510907100817e-08,0,0.0003827538780933376,1.1105540503907607,0.037018468346358684,1,0.45,1.27907886199322
0.0,1.0,2,5,3.2311531154016127,1.4032719682034211,1.0,0.00035799397629323156,0,0.00038419916068420726,1.1137165725242648,0.03712388575080882,1,0.425,1.2790968047858888
0.0,1.0,2,6,3.13993747547285,1.3636575191190856,1.0,9.191393256487918e-07,0,0.000382752488416219,1.1105552495057236,0.03701850831685745,1,0.41,1.2790789188339626
0.0,1.0,2,7,3.199766886856683,1.3896411023386042,1.0,1.2470379333728022e-06,0,0.0003827563675868214,1.1105576408767248,0.037018588029224156,1,0.415,1.279078927643653
0.0,1.0,2,8,3.1978135403353245,1.388792774723133,1.0,1.4058867143923268e-05,0,0.0003827363902295972,1.110593206703514,0.0370197735567838,1,0.36,1.2790771338832427
0.0,1.0,2,9,3.2389293849959913,1.4066491591780519,1.0,1.5732443522304754e-05,0,0.00038277523198198887,1.110512706967498,0.03701709023224993,1,0.495,1.2790805161324186
0.0,1.0,2,10,3.141097280621931,1.3641612160954146,1.0,1.3171712839868091e-07,0,0.00038275378121561433,1.1105540363226418,0.03701846787742139,1,0.46,1.2790788678917298
0.0,1.0,2,11,3.2956157268197637,1.4312677246313978,1.0,8.121063445646026e-06,0,0.0003827638531673544,1.1105345299506852,0.03701781766502284,1,0.45,1.279079802096703
0.0,1.0,2,12,3.107982812723626,1.3497797854160183,1.0,5.438572141391161e-07,0,0.0003827545203307363,1.1105555716012572,0.037018519053375235,1,0.43,1.2790788749023954
0.0,1.0,2,13,3.292918759590058,1.4300964466456627,1.0,4.1220774002648864e-07,0,0.00038275410905906377,1.1105548509869778,0.03701849503289926,1,0.515,1.2790788679197398
0.0,1.0,2,14,3.0689566809368776,1.3328309517310046,1.0,2.451143037340923e-06,0,0.00038275180603762095,1.1105580513277813,0.03701860171092604,1,0.435,1.2790790221191135
0.0,1.0,2,15,3.11075644442338,1.3509843583580534,1.0,1.3420752056988384e-06,0,0.00038275519539691764,1.1105569688261208,0.03701856562753735,1,0.41,1.2790788807318507
0.0,1.0,2,16,3.5717209702942165,1.5511787082969066,1.0,2.2663391332055027e-06,0,0.0003827552869800073,1.1105540518476675,0.037018468394922247,1,0.375,1.279078805336073
0.0,1.0,2,17,3.3275616589076344,1.4451416666564159,1.0,4.651442182312058e-05,0,0.0003826315149054278,1.1106134674112034,0.037020448913706774,1,0.505,1.2790830904829824
0.0,1.0,2,18,3.290119301946066,1.428880657638555,1.0,1.7540421271043444e-06,0,0.0003827571918323474,1.1105590599588433,0.03701863533196144,1,0.4,1.2790789307303116
0.0,1.0,2,19,3.438898880222793,1.4934948075040306,1.0,0.0023119078895111013,0,0.00027263573403003404,1.073271609992299,0.035775720333076626,1,0.445,1.2798635118818953
0.0,1.0,3,0,3.349291211217335,1.4545786913187473,1.0,8.474755026215617e-07,0,0.0024400272341105183,1.5193054093358638,0.050643513644528786,1,0.65,1.2687385856611408
0.0,1.0,3,1,3.1231309750360077,1.3563585487192604,1.0,9.818586097189099e-07,0,0.0024400229583960865,1.5193015746711613,0.05064338582237204,1,0.68,1.268738572353388
0.0,1.0,3,2,3.285008370964201,1.4266610085157427,1.0,2.544464352949275e-06,0,0.00244003409375999,1.5193023516454462,0.05064341172151487,1,0.74,1.2687385634131378
0.0,1.0,3,3,3.170703207600096,1.3770189068136622,1.0,2.6701258313695914e-05,0,0.002439562589468652,1.519392656857771,0.050646421895259024,1,0.75,1.2687432898146884
0.0,1.0,3,4,3.318458407981845,1.4411881750119653,1.0,7.191801265081262e-07,0,0.0024400305380173105,1.519302365250147,0.05064341217500489,1,0.7,1.268738537366259
0.0,1.0,3,5,3.2746468803473916,1.4221610703165701,1.0,1.4517423868832182e-06,0,0.002440021334831847,1.5193025731164989,0.050643419103883286,1,0.735,1.2687385648269702
0.0,1.0,3,6,3.322932868457814,1.4431314085061726,1.0,9.408089957919288e-06,0,0.002440123720401111,1.519332696840836,0.05064442322802786,1,0.68,1.2687390157775147
0.0,1.0,3,7,3.401628527059038,1.4773084987864264,1.0,1.2805849439738204e-06,0,0.002440026526658574,1.5192997093643357,0.05064332364547785,1,0.65,1.2687386099962237
0.0,1.0,3,8,3.209650877494494,1.3939336649317886,1.0,9.801595714304729e-07,0,0.0024400333380969925,1.519299748552333,0.05064332495174442,1,0.665,1.2687384735917016
0.0,1.0,3,9,3.172077365815635,1.3776156961439328,1.0,1.1596224474451274e-07,0,0.002440023895819295,1.5193017363531847,0.05064339121177282,1,0.705,1.2687385685527768
0.0,1.0,3,10,3.249724414671002,1.411337380997891,1.0,2.2596325406740835e-06,0,0.002440052054879776,1.5193034452383625,0.050643448174612075,1,0.685,1.2687385007475387
0.0,1.0,3,11,3.1969679290023154,1.3884255303873723,1.0,6.451113507847287e-07,0,0.002440014080313451,1.5193016362127498,0.05064338787375832,1,0.66,1.2687386048098785
0.0,1.0,3,12,3.239074660478181,1.4067122515183228,1.0,1.2849093920535051e-06,0,0.0024400226756467885,1.519302686181584,0.05064342287271946,1,0.71,1.268738654568269
0.0,1.0,3,13,3.1489069402246614,1.3675529081664235,1.0,5.277571225836028e-05,0,0.002439620063936117,1.519340816604986,0.05064469388683286,1,0.725,1.2687438578186192
0.0,1.0,3,14,3.142932724532012,1.3649583392574056,1.0,5.786509142856272e-05,0,0.0024400327572382217,1.5192562590867098,0.05064187530289032,1,0.695,1.2687370162934708
0.0,1.0,3,15,3.1265159704251504,1.3578286335380332,1.0,0.00034437464892698164,0,0.002444167930905624,1.5233188387024532,0.0507772946234151,1,0.745,1.2687548903102348
0.0,1.0,3,16,3.2475489872996213,1.410392604894719,1.0,9.085923856711567e-07,0,0.0024400264324188677,1.5193000162212977,0.05064333387404325,1,0.7,1.2687385936710442
0.0,1.0,3,17,3.028984328717853,1.3154711797335887,1.0,8.023828442324219e-07,0,0.0024400273513575637,1.5193021732852974,0.05064340577617657,1,0.69,1.2687385468229364
0.0,1.0,3,18,3.165276840596272,1.3746622655671197,1.0,5.7462035472163563e-05,0,0.00243969453600334,1.5194552692931074,0.050648508976436905,1,0.76,1.2687461061352314
0.0,1.0,3,19,3.092059495688883,1.3428643766942336,1.0,2.5125625093463046e-05,0,0.002439874699300454,1.5193738867361029,0.05064579622453676,1,0.725,1.2687375524927955
0.0,1.0,4,0,3.161876595926361,1.3731855580698562,1.0,8.69923976775225e-07,0,0.0005995698767254573,1.6443177649089313,0.05481059216363104,1,0.745,1.2890629970279308
0.0,1.0,4,1,3.261575034520622,1.4164840398057141,1.0,7.615901751445565e-07,0,0.0005995663749450088,1.6443156783546797,0.05481052261182265,1,0.685,1.289062965973624
0.0,1.0,4,2,3.3020979678217106,1.4340829261289105,1.0,6.314846090404914e-08,0,0.0005995660495573072,1.6443156961392424,0.05481052320464141,1,0.7,1.2890629546094106
0.0,1.0,4,3,3.0595400909123582,1.3287413786450104,1.0,9.44937882533691e-06,0,0.0005995780496222372,1.6443110426122287,0.054810368087074283,1,0.73,1.2890635277223148
0.0,1.0,4,4,3.2640479478288476,1.4175580124097014,1.0,1.204799337878124e-07,0,0.0005995661200309328,1.6443157417700804,0.054810524725669336,1,0.635,1.2890629552401751
0.0,1.0,4,5,3.402595066244955,1.4777282614214133,1.0,1.2026002589956968e-06,0,0.0005995652821364833,1.6443131021652069,0.05481043673884022,1,0.655,1.2890630186686807
0.0,1.0,4,6,3.3205146894636655,1.44208120671276,1.0,1.1231745064305523e-06,0,0.000599563485393262,1.6443126007408104,0.05481042002469367,1,0.695,1.2890629758683538
0.0,1.0,4,7,3.218133554417253,1.397617644711111,1.0,8.699654216627396e-07,0,0.000599570063067466,1.6443179276202091,0.0548105975873403,1,0.71,1.2890629974946455
0.0,1.0,4,8,3.3776191440156396,1.4668813562167768,1.0,2.2147932251364528e-05,0,0.0005996284359636979,1.6442878063530841,0.05480959354510279,1,0.635,1.2890657606240052
0.0,1.0,4,9,3.4428864459556077,1.4952265852980187,1.0,0.000344704643320585,0,0.0005995910742001877,1.6466626583524824,0.05488875527841607,1,0.7,1.2889848800609276
0.0,1.0,4,10,3.1881590458895115,1.3845998810597508,1.0,1.36835620469796e-06,0,0.0005995628596423752,1.6443137753568315,0.05481045917856104,1,0.77,1.2890629201678345
0.0,1.0,4,11,3.10060402186436,1.346575217262721,1.0,9.381329041815274e-08,0,0.0005995660070593888,1.644315699559673,0.05481052331865576,1,0.655,1.2890629532874573
0.0,1.0,4,12,3.127851025826756,1.3584084407319854,1.0,8.38009714317892e-06,0,0.0005995063133284249,1.6442659833173723,0.054808866110579064,1,0.69,1.2890628017340644
0.0,1.0,4,13,3.3116622189057945,1.4382366275982652,1.0,5.635389996077262e-07,0,0.0005995686060499463,1.644317702081144,0.05481059006937145,1,0.705,1.2890629650856573
0.0,1.0,4,14,3.2312521545255564,1.4033149803484426,1.0,2.448012958585126e-06,0,0.0005995740212047184,1.6443206192089277,0.05481068730696425,1,0.68,1.2890630291317584
0.0,1.0,4,15,3.181908295902367,1.3818852148325773,1.0,0.0003451808203906929,0,0.0005984459210395042,1.6445823164985829,0.054819410549952756,1,0.715,1.2890147819193694
0.0,1.0,4,16,3.157238337473829,1.3711711880182804,1.0,0.00032285476684027,0,0.0005946579773573272,1.6402678118887293,0.0546755937296243,1,0.715,1.2890491296193725
0.0,1.0,4,17,3.2406900215331604,1.4074137939107816,1.0,2.794926892899778e-06,0,0.0005995621446349187,1.6443141569241482,0.0548104718974716,1,0.69,1.2890628921416911
0.0,1.0,4,18,3.152605651414698,1.36915923802641,1.0,1.4212698928422717e-05,0,0.0005996844153562907,1.6443614459955513,0.0548120481998517,1,0.695,1.28906499998378
0.0,1.0,4,19,3.1473915117882245,1.3668947659587594,1.0,1.0993848875961254e-06,0,0.0005995694234259413,1.6443178785106871,0.05481059595035623,1,0.74,1.289062986124818
0.1,0.9,0,0,3.374157002386069,1.465377767211487,1.0,0.0005306635306963659,0,0.003783764756600562,0.9315228485332006,0.031050761617773346,1,0.675,1.3091403744183792
0.1,0.9,0,1,3.3822489476384288,1.4688920543824502,1.0,1.1314275951464186e-05,0,0.0038014051166696157,0.9294131063149025,0.03098043687716341,1,0.69,1.30918464280221
0.1,0.9,0,2,3.2557774587825214,1.4139661846542406,1.0,0.00042256048025415604,0,0.0038002860168856872,0.9312756503456532,0.031042521678188436,1,0.76,1.3091976257113191
0.1,0.9,0,3,3.180448393195213,1.3812511871427446,1.0,0.0002804486333380429,0,0.003813320308774716,0.9301877473659292,0.03100625824553097,1,0.7,1.3092338738473517
0.1,0.9,0,4,3.2065460972396544,1.3925852759995898,1.0,6.443301043305021e-05,0,0.0038014075495433307,0.9296884973829245,0.03098961657943081,1,0.655,1.3091869420120783
0.1,0.9,0,5,3.087730724640806,1.3409844153146309,1.0,0.0008050804566813965,0,0.0038583124309314702,0.9331957736029295,0.031106525786764313,1,0.64,1.3094195478864923
0.1,0.9,0,6,3.3244998983441594,1.44381196093879,1.0,7.90150601635196e-05,0,0.003800884371284327,0.9295479125351114,0.03098493041783704,1,0.67,1.3091822739273038
0.1,0.9,0,7,3.207336728878081,1.3929286429573766,1.0,0.0006790869092235798,0,0.0038008672382671277,0.926236317138468,0.030874543904615595,1,0.715,1.309140633610776
0.1,0.9,0,8,3.3097698505926716,1.4374147824821473,1.0,1.5209009493366542e-05,0,0.003801453992563375,0.9294575275085815,0.030981917583619376,1,0.655,1.3091852000514586
0.1,0.9,0,9,3.1593150782201005,1.3720731050647297,1.0,5.9829414655632915e-05,0,0.003802910843163254,0.9295478549154357,0.030984928497181183,1,0.69,1.309191099875687
0.1,0.9,0,10,3.1177255787422933,1.3540110149364,1.0,0.0003903659142123718,0,0.003807038815320945,0.9277601712362971,0.030925339041209896,1,0.735,1.3091900985726415
0.1,0.9,0,11,3.1296528060980364,1.3591909439614047,1.0,4.8949886039518145e-05,0,0.0038018207871310036,0.9293614210017009,0.030978714033390028,1,0.685,1.3091865482973597
0.1,0.9,0,12,3.5107086378681713,1.5246813889962278,1.0,2.0782961308115286e-05,0,0.0038016737749807204,0.929428708690494,0.030980956956349795,1,0.73,1.3091858008442798
0.1,0.9,0,13,3.273308725275622,1.42157991695297,1.0,3.119003233183511e-05,0,0.00380188237519697,0.9293885953365832,0.03097961984455277,1,0.725,1.3091862183047995
0.1,0.9,0,14,3.270361446724603,1.4202999301416304,1.0,0.0011861498856652955,0,0.0039022435835843437,0.9359962532615007,0.031199875108716687,1,0.75,1.3095980299087255
0.1,0.9,0,15,3.2561595140175132,1.41413210913458,1.0,8.42500549482245e-06,0,0.0038015288548561357,0.9294249810408162,0.030980832701360535,1,0.71,1.3091850999513057
0.1,0.9,0,16,3.2893957237519404,1.4285664116216212,1.0,0.0006310567378959796,0,0.003771463211350825,0.9278556806521621,0.0309285226884054,1,0.685,1.3090559722646589
0.1,0.9,0,17,3.2145541069292194,1.3960631104187955,1.0,0.00013916482092535788,0,0.0038023313055781036,0.9298647185394471,0.030995490617981566,1,0.675,1.3091991284846718
0.1,0.9,0,18,3.4288901744810825,1.489148081829412,1.0,5.315778046344174e-05,0,0.003801148946042908,0.9295152244489069,0.030983840814963557,1,0.74,1.3091825601291367
0.1,0.9,0,19,3.445834144732387,1.4965067546110866,1.0,0.00044582190180669323,0,0.0037744401175524855,0.9314218205991209,0.031047394019970694,1,0.725,1.3091064471820242
0.1,0.9,1,0,3.2683497638918717,1.4194262673880356,1.0,3.7805838131496727e-06,0,0.002960679211749726,0.26203199822923406,0.008734399940974467,1,0.45,1.263642126275582
0.1,0.9,1,1,3.2277888652567728,1.401810892929775,1.0,3.193834965962065e-05,0,0.0029604150381227668,0.2620426092060979,0.008734753640203262,1,0.455,1.2636414270345657
0.1,0.9,1,2,3.00209002035744,1.3037911300180574,1.0,8.337440274142947e-06,0,0.0029606889467964684,0.26203139847357226,0.008734379949119074,1,0.345,1.263642094772474
0.1,0.9,1,3,3.2773259949765863,1.4233245950164155,1.0,0.00022484733139345852,0,0.0029587320785857303,0.2622295803360153,0.008740986011200508,1,0.415,1.2636069434886683
0.1,0.9,1,4,3.0265025194311286,1.3143933436552282,1.0,0.0004388591778815566,0,0.002957159514117893,0.2623655088054788,0.008745516960182626,1,0.45,1.2635602584247214
0.1,0.9,1,5,3.4398121461374696,1.4938914338512848,1.0,1.9167082621671858e-05,0,0.002960534515336042,0.2620382472154792,0.008734608240515971,1,0.445,1.2636434578617282
0.1,0.9,1,6,3.2743589375035937,1.4220360183284053,1.0,1.9104552079998344e-05,0,0.002960622687552147,0.26203434165301687,0.008734478055100562,1,0.39,1.263641927899982
0.1,0.9,1,7,3.0772948578402968,1.3364521759492922,1.0,1.5432749783259657e-05,0,0.002960662156978165,0.2620333588722712,0.008734445295742372,1,0.475,1.2636423557888723
0.1,0.9,1,8,3.2883646919099974,1.4281186401819983,1.0,7.368149373931585e-06,0,0.002960666881129506,0.2620325197683293,0.008734417325610975,1,0.415,1.263642529170233
0.1,0.9,1,9,3.1258151635514455,1.3575242769799032,1.0,0.0006946306138707449,0,0.002986296474385999,0.2605358564830518,0.008684528549435059,1,0.42,1.2635831926097139
0.1,0.9,1,10,3.6445026091298005,1.5827873724270758,1.0,6.296144821836442e-05,0,0.002959844562074469,0.2620714088242604,0.008735713627475345,1,0.45,1.2636506397829943
0.1,0.9,1,11,3.2777628301126267,1.4235143101054997,1.0,1.2655289531327361e-05,0,0.002960614121155843,0.26203746892064506,0.008734582297354835,1,0.43,1.263642619873166
0.1,0.9,1,12,3.305033157416777,1.4353576627733877,1.0,7.935208875705694e-06,0,0.002960727788988431,0.26202967258235343,0.00873432241941178,1,0.435,1.2636422055441994
0.1,0.9,1,13,3.570948366184207,1.5508431705952337,1.0,2.614187579375456e-05,0,0.002960494816572474,0.26203972358979644,0.008734657452993214,1,0.425,1.263641978445478
0.1,0.9,1,14,3.3242809302402274,1.4437168642995395,1.0,3.084268543844167e-05,0,0.0029607694458051647,0.26203377646225046,0.008734459215408347,1,0.49,1.263640382188289
0.1,0.9,1,15,3.164074225516744,1.374139976474227,1.0,0.00018053989651124327,0,0.0029634532796838837,0.2619059287543468,0.008730197625144893,1,0.43,1.2636123648294808
0.1,0.9,1,16,3.4064123061800515,1.4793860676613266,1.0,2.4132230411129536e-05,0,0.0029610202909095464,0.26201234839978715,0.00873374494665957,1,0.4,1.263641473037959
0.1,0.9,1,17,3.1863165065190673,1.3837996763784777,1.0,0.0002543244088012284,0,0.002956506873848923,0.26233271057243823,0.00874442368574794,1,0.45,1.2636712376824513
0.1,0.9,1,18,3.305226938499537,1.4354418208283273,1.0,5.798055372555138e-06,0,0.002960688692483186,0.2620326209101298,0.008734420697004325,1,0.415,1.263641776743238
0.1,0.9,1,19,3.2209225507173143,1.398828890414276,1.0,1.3902030796291188e-05,0,0.002960651063132182,0.2620347728560568,0.008734492428535226,1,0.43,1.2636424451977812
0.1,0.9,2,0,3.3541907453206257,1.4567065319437034,1.0,5.5693260660764386e-05,0,0.0003825830249162003,1.1103719275948554,0.037012397586495174,1,0.41,1.2790781697251505
0.1,0.9,2,1,3.111215746176698,1.3511838305750479,1.0,0.0001399164814911174,0,0.00038219977539864,1.1102050744484226,0.03700683581494742,1,0.415,1.2790573335386028
0.1,0.9,2,2,3.0663256926463314,1.3316883280344682,1.0,1.1242658505689312e-05,0,0.00038277539092635825,1.1105581355804528,0.03701860451934842,1,0.425,1.2790794487816342
0.1,0.9,2,3,3.1652690201726927,1.374658869200313,1.0,0.00032016837757211703,0,0.0003843197610345294,1.1113458640173268,0.03704486213391089,1,0.385,1.2791366504013522
0.1,0.9,2,4,3.2138305478012605,1.3957488726821923,1.0,4.638271410991955e-06,0,0.00038276068133290654,1.1105574451122369,0.037018581503741224,1,0.45,1.2790787050967378
0.1,0.9,2,5,3.115259368802954,1.35293995356853,1.0,0.0010947688250549136,0,0.00038984948086732236,1.1243289081944052,0.037477630273146836,1,0.425,1.2791686584584185
0.1,0.9,2,6,3.2783885311819314,1.4237860486272191,1.0,1.638512831254896e-05,0,0.0003827291775029525,1.110587484442549,0.03701958281475163,1,0.41,1.2790778687840043
0.1,0.9,2,7,3.3550928033411234,1.457098290764362,1.0,4.521163746639303e-05,0,0.0003829337308237299,1.1106707885212896,0.037022359617376314,1,0.415,1.279086312721502
0.1,0.9,2,8,3.328091757702965,1.4453718856380915,1.0,0.00011858216385767557,0,0.0003825751749742456,1.110973896618228,0.037032463220607596,1,0.36,1.2790603104336729
0.1,0.9,2,9,3.185627367627232,1.3835003871604885,1.0,0.00037901137428595385,0,0.00038176541769960977,1.1081504318642854,0.03693834772880951,1,0.495,1.279083195540408
0.1,0.9,2,10,3.2951148316054577,1.4310501886038132,1.0,1.4789160322885855e-05,0,0.00038275083034887284,1.110559267378558,0.03701864224595193,1,0.46,1.2790786262958997
0.1,0.9,2,11,3.411747550804058,1.4817031349611363,1.0,0.00025533213082157356,0,0.00038330009067222455,1.1093853926080477,0.036979513086934916,1,0.45,1.279131385044858
0.1,0.9,2,12,3.402645008712597,1.4777499511595231,1.0,8.248091396267523e-05,0,0.00038217965333537784,1.1108009119826068,0.03702669706608689,1,0.43,1.2790872466167553
0.1,0.9,2,13,3.2420201514119333,1.4079914619773477,1.0,2.699125819731386e-05,0,0.0003828122567707962,1.1106737420342627,0.03702245806780875,1,0.515,1.279079686829442
0.1,0.9,2,14,3.040107869108069,1.3203020719442877,1.0,6.704869418980949e-05,0,0.0003827300197665625,1.1108000192824041,0.037026667309413466,1,0.435,1.2790820842994737
