d,expertise,seed_rep,observer,psi,kl_posterior_prior,goal_accuracy,final_entropy,n_ghost_in_corpus,kl,regret,regret_norm,argmax_preserved,sycophancy,entropy_recovered,n_artifacts,arm
0.0,1.0,2,2,3.1923004222824365,1.3863984579746826,1.0,1.502056405288914e-06,0,0.0003827559347843127,1.110555343725006,0.037018511457500194,1,0.425,1.279078958828808,300,main
0.0,1.0,2,3,3.1611958151973747,1.3728898987558715,1.0,2.2766609088294014e-05,0,0.0003828915682063021,1.1106050062484163,0.037020166874947205,1,0.385,1.2790792055705997,300,main
0.0,1.0,2,4,3.27960733819909,1.4243153697892763,1.0,6.713510907100817e-08,0,0.0003827538780933376,1.1105540503907607,0.037018468346358684,1,0.45,1.27907886199322,300,main
0.0,1.0,2,5,3.2311531154016127,1.4032719682034211,1.0,0.00035799397629323156,0,0.00038419916068420726,1.1137165725242648,0.03712388575080882,1,0.425,1.2790968047858888,300,main
0.0,1.0,2,6,3.13993747547285,1.3636575191190856,1.0,9.191393256487918e-07,0,0.000382752488416219,1.1105552495057236,0.03701850831685745,1,0.41,1.2790789188339626,300,main
0.0,1.0,2,7,3.199766886856683,1.3896411023386042,1.0,1.2470379333728022e-06,0,0.0003827563675868214,1.1105576408767248,0.037018588029224156,1,0.415,1.279078927643653,300,main
0.0,1.0,2,8,3.1978135403353245,1.388792774723133,1.0,1.4058867143923268e-05,0,0.0003827363902295972,1.110593206703514,0.0370197735567838,1,0.36,1.2790771338832427,300,main
0.0,1.0,2,9,3.2389293849959913,1.4066491591780519,1.0,1.5732443522304754e-05,0,0.00038277523198198887,1.110512706967498,0.03701709023224993,1,0.495,1.2790805161324186,300,main
0.0,1.0,2,10,3.141097280621931,1.3641612160954146,1.0,1.3171712839868091e-07,0,0.00038275378121561433,1.1105540363226418,0.03701846787742139,1,0.46,1.2790788678917298,300,main
0.0,1.0,2,11,3.2956157268197637,1.4312677246313978,1.0,8.121063445646026e-06,0,0.0003827638531673544,1.1105345299506852,0.03701781766502284,1,0.45,1.279079802096703,300,main
0.0,1.0,2,12,3.107982812723626,1.3497797854160183,1.0,5.438572141391161e-07,0,0.0003827545203307363,1.1105555716012572,0.037018519053375235,1,0.43,1.2790788749023954,300,main
0.0,1.0,2,13,3.292918759590058,1.4300964466456627,1.0,4.1220774002648864e-07,0,0.00038275410905906377,1.1105548509869778,0.03701849503289926,1,0.515,1.2790788679197398,300,main
0.0,1.0,2,14,3.0689566809368776,1.3328309517310046,1.0,2.451143037340923e-06,0,0.00038275180603762095,1.1105580513277813,0.03701860171092604,1,0.435,1.2790790221191135,300,main
0.0,1.0,2,15,3.11075644442338,1.3509843583580534,1.0,1.3420752056988384e-06,0,0.00038275519539691764,1.1105569688261208,0.03701856562753735,1,0.41,1.2790788807318507,300,main
0.0,1.0,2,16,3.5717209702942165,1.5511787082969066,1.0,2.2663391332055027e-06,0,0.0003827552869800073,1.1105540518476675,0.037018468394922247,1,0.375,1.279078805336073,300,main
0.0,1.0,2,17,3.3275616589076344,1.4451416666564159,1.0,4.651442182312058e-05,0,0.0003826315149054278,1.1106134674112034,0.037020448913706774,1,0.505,1.2790830904829824,300,main
0.0,1.0,2,18,3.290119301946066,1.428880657638555,1.0,1.7540421271043444e-06,0,0.0003827571918323474,1.1105590599588433,0.03701863533196144,1,0.4,1.2790789307303116,300,main
0.0,1.0,2,19,3.438898880222793,1.4934948075040306,1.0,0.0023119078895111013,0,0.00027263573403003404,1.073271609992299,0.035775720333076626,1,0.445,1.2798635118818953,300,main
0.0,1.0,3,0,3.349291211217335,1.4545786913187473,1.0,8.474755026215617e-07,0,0.0024400272341105183,1.5193054093358638,0.050643513644528786,1,0.65,1.2687385856611408,300,main
0.0,1.0,3,1,3.1231309750360077,1.3563585487192604,1.0,9.818586097189099e-07,0,0.0024400229583960865,1.5193015746711613,0.05064338582237204,1,0.68,1.268738572353388,300,main
0.0,1.0,3,2,3.285008370964201,1.4266610085157427,1.0,2.544464352949275e-06,0,0.00244003409375999,1.5193023516454462,0.05064341172151487,1,0.74,1.2687385634131378,300,main
0.0,1.0,3,3,3.170703207600096,1.3770189068136622,1.0,2.6701258313695914e-05,0,0.002439562589468652,1.519392656857771,0.050646421895259024,1,0.75,1.2687432898146884,300,main
0.0,1.0,3,4,3.318458407981845,1.4411881750119653,1.0,7.191801265081262e-07,0,0.0024400305380173105,1.519302365250147,0.05064341217500489,1,0.7,1.268738537366259,300,main
0.0,1.0,3,5,3.2746468803473916,1.4221610703165701,1.0,1.4517423868832182e-06,0,0.002440021334831847,1.5193025731164989,0.050643419103883286,1,0.735,1.2687385648269702,300,main
0.0,1.0,3,6,3.322932868457814,1.4431314085061726,1.0,9.408089957919288e-06,0,0.002440123720401111,1.519332696840836,0.05064442322802786,1,0.68,1.2687390157775147,300,main
0.0,1.0,3,7,3.401628527059038,1.4773084987864264,1.0,1.2805849439738204e-06,0,0.002440026526658574,1.5192997093643357,0.05064332364547785,1,0.65,1.2687386099962237,300,main
0.0,1.0,3,8,3.209650877494494,1.3939336649317886,1.0,9.801595714304729e-07,0,0.0024400333380969925,1.519299748552333,0.05064332495174442,1,0.665,1.2687384735917016,300,main
0.0,1.0,3,9,3.172077365815635,1.3776156961439328,1.0,1.1596224474451274e-07,0,0.002440023895819295,1.5193017363531847,0.05064339121177282,1,0.705,1.2687385685527768,300,main
0.0,1.0,3,10,3.249724414671002,1.411337380997891,1.0,2.2596325406740835e-06,0,0.002440052054879776,1.5193034452383625,0.050643448174612075,1,0.685,1.2687385007475387,300,main
0.0,1.0,3,11,3.1969679290023154,1.3884255303873723,1.0,6.451113507847287e-07,0,0.002440014080313451,1.5193016362127498,0.05064338787375832,1,0.66,1.2687386048098785,300,main
0.0,1.0,3,12,3.239074660478181,1.4067122515183228,1.0,1.2849093920535051e-06,0,0.0024400226756467885,1.519302686181584,0.05064342287271946,1,0.71,1.268738654568269,300,main
0.0,1.0,3,13,3.1489069402246614,1.3675529081664235,1.0,5.277571225836028e-05,0,0.002439620063936117,1.519340816604986,0.05064469388683286,1,0.725,1.2687438578186192,300,main
0.0,1.0,3,14,3.142932724532012,1.3649583392574056,1.0,5.786509142856272e-05,0,0.0024400327572382217,1.5192562590867098,0.05064187530289032,1,0.695,1.2687370162934708,300,main
0.0,1.0,3,15,3.1265159704251504,1.3578286335380332,1.0,0.00034437464892698164,0,0.002444167930905624,1.5233188387024532,0.0507772946234151,1,0.745,1.2687548903102348,300,main
0.0,1.0,3,16,3.2475489872996213,1.410392604894719,1.0,9.085923856711567e-07,0,0.0024400264324188677,1.5193000162212977,0.05064333387404325,1,0.7,1.2687385936710442,300,main
0.0,1.0,3,17,3.028984328717853,1.3154711797335887,1.0,8.023828442324219e-07,0,0.0024400273513575637,1.5193021732852974,0.05064340577617657,1,0.69,1.2687385468229364,300,main
0.0,1.0,3,18,3.165276840596272,1.3746622655671197,1.0,5.7462035472163563e-05,0,0.00243969453600334,1.5194552692931074,0.050648508976436905,1,0.76,1.2687461061352314,300,main
0.0,1.0,3,19,3.092059495688883,1.3428643766942336,1.0,2.5125625093463046e-05,0,0.002439874699300454,1.5193738867361029,0.05064579622453676,1,0.725,1.2687375524927955,300,main
0.0,1.0,4,0,3.161876595926361,1.3731855580698562,1.0,8.69923976775225e-07,0,0.0005995698767254573,1.6443177649089313,0.05481059216363104,1,0.745,1.2890629970279308,300,main
0.0,1.0,4,1,3.261575034520622,1.4164840398057141,1.0,7.615901751445565e-07,0,0.0005995663749450088,1.6443156783546797,0.05481052261182265,1,0.685,1.289062965973624,300,main
0.0,1.0,4,2,3.3020979678217106,1.4340829261289105,1.0,6.314846090404914e-08,0,0.0005995660495573072,1.6443156961392424,0.05481052320464141,1,0.7,1.2890629546094106,300,main
0.0,1.0,4,3,3.0595400909123582,1.3287413786450104,1.0,9.44937882533691e-06,0,0.0005995780496222372,1.6443110426122287,0.054810368087074283,1,0.73,1.2890635277223148,300,main
0.0,1.0,4,4,3.2640479478288476,1.4175580124097014,1.0,1.204799337878124e-07,0,0.0005995661200309328,1.6443157417700804,0.054810524725669336,1,0.635,1.2890629552401751,300,main
0.0,1.0,4,5,3.402595066244955,1.4777282614214133,1.0,1.2026002589956968e-06,0,0.0005995652821364833,1.6443131021652069,0.05481043673884022,1,0.655,1.2890630186686807,300,main
0.0,1.0,4,6,3.3205146894636655,1.44208120671276,1.0,1.1231745064305523e-06,0,0.000599563485393262,1.6443126007408104,0.05481042002469367,1,0.695,1.2890629758683538,300,main
0.0,1.0,4,7,3.218133554417253,1.397617644711111,1.0,8.699654216627396e-07,0,0.000599570063067466,1.6443179276202091,0.0548105975873403,1,0.71,1.2890629974946455,300,main
0.0,1.0,4,8,3.3776191440156396,1.4668813562167768,1.0,2.2147932251364528e-05,0,0.0005996284359636979,1.6442878063530841,0.05480959354510279,1,0.635,1.2890657606240052,300,main
0.0,1.0,4,9,3.4428864459556077,1.4952265852980187,1.0,0.000344704643320585,0,0.0005995910742001877,1.6466626583524824,0.05488875527841607,1,0.7,1.2889848800609276,300,main
0.0,1.0,4,10,3.1881590458895115,1.3845998810597508,1.0,1.36835620469796e-06,0,0.0005995628596423752,1.6443137753568315,0.05481045917856104,1,0.77,1.2890629201678345,300,main
0.0,1.0,4,11,3.10060402186436,1.346575217262721,1.0,9.381329041815274e-08,0,0.0005995660070593888,1.644315699559673,0.05481052331865576,1,0.655,1.2890629532874573,300,main
0.0,1.0,4,12,3.127851025826756,1.3584084407319854,1.0,8.38009714317892e-06,0,0.0005995063133284249,1.6442659833173723,0.054808866110579064,1,0.69,1.2890628017340644,300,main
0.0,1.0,4,13,3.3116622189057945,1.4382366275982652,1.0,5.635389996077262e-07,0,0.0005995686060499463,1.644317702081144,0.05481059006937145,1,0.705,1.2890629650856573,300,main
0.0,1.0,4,14,3.2312521545255564,1.4033149803484426,1.0,2.448012958585126e-06,0,0.0005995740212047184,1.6443206192089277,0.05481068730696425,1,0.68,1.2890630291317584,300,main
0.0,1.0,4,15,3.181908295902367,1.3818852148325773,1.0,0.0003451808203906929,0,0.0005984459210395042,1.6445823164985829,0.054819410549952756,1,0.715,1.2890147819193694,300,main
0.0,1.0,4,16,3.157238337473829,1.3711711880182804,1.0,0.00032285476684027,0,0.0005946579773573272,1.6402678118887293,0.0546755937296243,1,0.715,1.2890491296193725,300,main
0.0,1.0,4,17,3.2406900215331604,1.4074137939107816,1.0,2.794926892899778e-06,0,0.0005995621446349187,1.6443141569241482,0.0548104718974716,1,0.69,1.2890628921416911,300,main
0.0,1.0,4,18,3.152605651414698,1.36915923802641,1.0,1.4212698928422717e-05,0,0.0005996844153562907,1.6443614459955513,0.0548120481998517,1,0.695,1.28906499998378,300,main
0.0,1.0,4,19,3.1473915117882245,1.3668947659587594,1.0,1.0993848875961254e-06,0,0.0005995694234259413,1.6443178785106871,0.05481059595035623,1,0.74,1.289062986124818,300,main
0.2,0.8,0,0,3.36750535230247,1.4624889922846287,1.0,0.003261827988111064,0,0.0037786766955009814,0.9471111995938364,0.031570373319794544,1,0.675,1.3092537445817118,300,main
0.2,0.8,0,1,3.3820997461702453,1.4688272570081262,1.0,7.82970156276803e-05,0,0.003801482106715867,0.9293100103805407,0.03097700034601802,1,0.69,1.3091822078915336,300,main
0.2,0.8,0,2,3.25040140678914,1.4116313949390902,1.0,0.0029256579481653066,0,0.0038450482027041905,0.9529906222944085,0.03176635407648028,1,0.76,1.309472012669248,300,main
0.2,0.8,0,3,3.178868996355618,1.3805652638105728,1.0,0.0009806707327916012,0,0.0038459869467924387,0.9324082365454234,0.031080274551514107,1,0.7,1.3093702825653342,300,main
0.2,0.8,0,4,3.206254617202558,1.3924586878278937,1.0,0.00019185078553571802,0,0.003802029192868879,0.9299111348057276,0.030997037826857584,1,0.655,1.3091897498151313,300,main
0.2,0.8,0,5,3.0865192178609138,1.3404582646053356,1.0,0.0014071844018597969,0,0.003912703242298938,0.9370012565119712,0.031233375217065703,1,0.64,1.3096453683289087,300,main
0.2,0.8,0,6,3.323929196114952,1.4435641081098352,1.0,0.0003283799309380309,0,0.003802016992943927,0.9299777113054464,0.030999257043514875,1,0.67,1.3091872524874728,300,main
0.2,0.8,0,7,3.2065326667362455,1.3925794432060703,1.0,0.0010112588022598392,0,0.0037983018560415714,0.9273497958406651,0.0309116598613555,1,0.715,1.3091174362456592,300,main
0.2,0.8,0,8,3.309453994286075,1.437277607831118,1.0,0.00015038453803509018,0,0.003801462017072422,0.9296821833937374,0.030989406113124576,1,0.655,1.3091862904476925,300,main
0.2,0.8,0,9,3.1585492585258934,1.371740513797403,1.0,0.00039437347851955005,0,0.0038110750140727886,0.9302787444533556,0.031009291481778514,1,0.69,1.3092238899842563,300,main
0.2,0.8,0,10,3.1152792621993646,1.3529485931608174,1.0,0.0015391480665439155,0,0.003818183369073417,0.9150051716129481,0.030500172387098266,1,0.735,1.3091132449360665,300,main
0.2,0.8,0,11,3.129194237058253,1.3589917899578554,1.0,0.0002418570133121257,0,0.0037979699415580243,0.9292829543342984,0.03097609847780994,1,0.685,1.309179141232351,300,main
0.2,0.8,0,12,3.510170217928596,1.5244475561875241,1.0,0.00024027963154945675,0,0.0038072994604527073,0.9297154732555657,0.03099051577518552,1,0.73,1.3092086173090163,300,main
0.2,0.8,0,13,3.2725997986474,1.4212720340302587,1.0,0.0003436063699401634,0,0.0038127222047556093,0.9297199327242212,0.0309906644241407,1,0.725,1.309227453817833,300,main
0.2,0.8,0,14,3.266887439450917,1.418791187952577,0.9966666666666667,0.0024050059322342334,0,0.004287137967581397,0.9606855821376548,0.03202285273792182,1,0.75,1.311111799855784,300,main
0.2,0.8,0,15,3.2559985769671753,1.4140622150616848,1.0,7.747189605606178e-05,0,0.003801772970379473,0.9295442478062688,0.030984808260208954,1,0.71,1.309186477899325,300,main
0.2,0.8,0,16,3.2872072999714534,1.4276159912496895,1.0,0.0016417655515197607,0,0.0037036739850625847,0.9243445872602618,0.03081148624200872,1,0.685,1.3087578962816784,300,main
0.2,0.8,0,17,3.2134405631711593,1.395579504509312,1.0,0.000611016326409677,0,0.003807710476959717,0.9318568156368168,0.031061893854560554,1,0.675,1.3092660471549185,300,main
0.2,0.8,0,18,3.427399856367057,1.4885008448962105,1.0,0.000696903756997394,0,0.0037953218942893413,0.9315136023031467,0.031050453410104886,1,0.74,1.309133761771867,300,main
0.2,0.8,0,19,3.4433783424958757,1.4954402132511244,1.0,0.001797250592497901,0,0.003604744412312306,0.9442655552785284,0.031475518509284275,1,0.725,1.3086035849293092,300,main
0.2,0.8,1,0,3.2681972799242027,1.4193600444422982,1.0,7.036660185259822e-05,0,0.002960467768245214,0.2620416148078897,0.008734720493596321,1,0.45,1.2636417668040278,300,main
0.2,0.8,1,1,3.227462995244848,1.4016693693817783,1.0,0.00017828001209172373,0,0.0029588610816645242,0.26210593072452104,0.008736864357484034,1,0.455,1.263641649174073,300,main
0.2,0.8,1,2,3.0019720389052393,1.3037398913243994,1.0,5.9659329264119624e-05,0,0.002960696894199456,0.2620281672515212,0.008734272241717373,1,0.345,1.2636427276625948,300,main
0.2,0.8,1,3,3.2735255729800707,1.4216740927144254,1.0,0.0018917626902480622,0,0.0029326395088050124,0.264995591506173,0.0088331863835391,1,0.415,1.2631157993439261,300,main
0.2,0.8,1,4,3.0233573139037078,1.3130273982502176,1.0,0.0017322391891546707,0,0.0029409817517364032,0.2640055753943382,0.00880018584647794,1,0.45,1.2631625523167198,300,main
0.2,0.8,1,5,3.4396135069582927,1.4938051659518787,1.0,0.00010490884577793791,0,0.0029602381776917207,0.2620416146087212,0.008734720486957373,1,0.445,1.2636465446466023,300,main
0.2,0.8,1,6,3.274082426325403,1.4219159310495324,1.0,0.00013248072101002434,0,0.002959083621139404,0.26210476490947654,0.00873682549698255,1,0.39,1.2636426430541574,300,main
0.2,0.8,1,7,3.076904778653086,1.3362827667107815,1.0,0.00018652443209576323,0,0.0029601242034218538,0.26206421495190146,0.008735473831730048,1,0.475,1.2636476523216686,300,main
0.2,0.8,1,8,3.2882685269436096,1.4280768762677438,1.0,4.866852779196902e-05,0,0.0029603258105039606,0.2620514268614593,0.008735047562048643,1,0.415,1.2636459034620342,300,main
0.2,0.8,1,9,3.1221591868598946,1.3559365064767959,1.0,0.0023219142000066276,0,0.003106234264138278,0.2536849057636348,0.008456163525454492,1,0.42,1.2632585582612321,300,main
0.2,0.8,1,10,3.642855926424231,1.582072227214602,1.0,0.0006947133965795296,0,0.002948344511946135,0.26255234961263807,0.008751744987087934,1,0.45,1.2638044827245944,300,main
0.2,0.8,1,11,3.277401969034482,1.4233575901305278,1.0,0.00016745186977463634,0,0.0029593257817256595,0.26214095485568856,0.00873803182852295,1,0.43,1.2636555944885068,300,main
0.2,0.8,1,12,3.304777587949157,1.4352466703638576,1.0,0.00012192284303158882,0,0.002961742677762908,0.2619756328224976,0.008732521094083252,1,0.435,1.2636438097029714,300,main
0.2,0.8,1,13,3.570598416987499,1.5506911895901572,1.0,0.0001742466562265656,0,0.0029600292377531005,0.26204133066240476,0.008734711022080158,1,0.425,1.2636434403671277,300,main
0.2,0.8,1,14,3.3238336762414438,1.4435226243558583,1.0,0.00022646290471884026,0,0.0029614544734546827,0.26202099731797435,0.008734033243932477,1,0.49,1.2636288965876552,300,main
0.2,0.8,1,15,3.161151669109617,1.3728707263535607,1.0,0.00143644150430771,0,0.0029926314163036564,0.2605207325751313,0.008684024419171042,1,0.43,1.26334190737433,300,main
0.2,0.8,1,16,3.406121620039039,1.4792598242743191,1.0,0.00014732666648402862,0,0.0029624663847034145,0.261934851183776,0.008731161706125866,1,0.4,1.2636389430740214,300,main
0.2,0.8,1,17,3.1849988011068033,1.3832274041891575,1.0,0.0008296477483202168,0,0.0029396086758365,0.2633750916283206,0.00877916972094402,1,0.45,1.2637214087737252,300,main
0.2,0.8,1,18,3.3050868713534154,1.4353809904396706,1.0,6.6594567366429e-05,0,0.0029605960779560585,0.2620380060830929,0.008734600202769763,1,0.415,1.2636396967211763,300,main
0.2,0.8,1,19,3.220671205291368,1.3987197324827363,1.0,0.00012104494422757907,0,0.002959905594452487,0.26209100014643605,0.008736366671547867,1,0.43,1.2636470318796813,300,main
0.2,0.8,2,0,3.353354287169337,1.4563432627842554,1.0,0.0004134479108285722,0,0.0003808394538587843,1.1095398051470584,0.03698466017156861,1,0.41,1.2790838790319325,300,main
0.2,0.8,2,1,3.109611495251773,1.350487113250765,1.0,0.000811808484329432,0,0.00037942477555226407,1.107739827073534,0.036924660902451126,1,0.415,1.2788938646223726,300,main
0.2,0.8,2,2,3.0661798400720106,1.3316249850662694,1.0,7.353268568535023e-05,0,0.0003828185477547227,1.1104849189664923,0.037016163965549735,1,0.425,1.2790788034199214,300,main
0.2,0.8,2,3,3.162251031219781,1.3733481732516184,1.0,0.001668920468200179,0,0.0003946062429635742,1.1158440320521712,0.037194801068405704,1,0.385,1.2795161577128604,300,main
0.2,0.8,2,4,3.2137169043108824,1.395699517941417,1.0,5.435357557783157e-05,0,0.0003828156650821741,1.1105704379427983,0.03701901459809327,1,0.45,1.2790765595544353,300,main
0.2,0.8,2,5,3.1129904282375205,1.351954565201196,1.0,0.0023228533608069713,0,0.00040105167810170015,1.1450486905630997,0.03816828968543665,1,0.425,1.2793670517219875,300,main
0.2,0.8,2,6,3.2780676108432516,1.423646674695,1.0,0.00015267235855528758,0,0.0003824128265457116,1.1109615944106588,0.03703205314702195,1,0.41,1.2790625856912954,300,main
0.2,0.8,2,7,3.354433561645423,1.4568119857336788,1.0,0.00031095436391345737,0,0.0003843086058504322,1.1115254965204269,0.03705084988401423,1,0.415,1.2791475627408666,300,main
0.2,0.8,2,8,3.3275877226305934,1.4451529859874752,1.0,0.00034387578774708154,0,0.00038236692865399515,1.111728431901604,0.03705761439672013,1,0.36,1.2790260552437627,300,main
