reader,content,observer,goal_correct,final_entropy,engaged_fraction,error_reduction,process_accuracy
machine,human,41,0,1.3691960088421717,0.0,-5.387765478204187e-07,0.16666666666666666
machine,human,42,0,0.7759337140590455,0.0,-0.5528533901421293,0.0
machine,human,43,0,0.6216099039104332,0.0,-0.8923474901356889,0.16666666666666666
machine,human,44,1,0.8198564673773827,0.0,1.3474071466291513,0.5416666666666666
machine,human,45,0,1.3783925561664667,0.0,-3.398076528382532e-06,0.125
machine,human,46,1,1.370025339944348,0.0,-0.04447247503942786,0.2916666666666667
machine,human,47,0,1.3615158269406076,0.0,8.569384501999622e-07,0.0
machine,human,48,0,1.376755296288373,0.0,-1.184322169223151e-06,0.08333333333333333
machine,human,49,0,1.3754108377692706,0.0,-3.548670290953737e-06,0.08333333333333333
machine,machine,0,1,2.195779235619892e-10,0.0,1.283939930621791,0.5
machine,machine,1,1,0.0002579131004922235,0.0,1.053283483908846,0.20833333333333334
machine,machine,2,1,1.7820479685588e-16,0.0,1.1948792706961004,0.7083333333333334
machine,machine,3,1,1.5582230906786778e-13,0.0,1.4603994891438186,0.375
machine,machine,4,1,2.5362422932571946e-10,0.0,1.4548911890403753,0.6666666666666666
machine,machine,5,1,2.2631950805812524e-16,0.0,1.207370707566056,0.5833333333333334
machine,machine,6,1,8.492943836068708e-06,0.0,1.5085616294351263,0.16666666666666666
machine,machine,7,1,4.908278238080846e-06,0.0,1.2752317802532214,0.2916666666666667
machine,machine,8,1,7.957805891007917e-19,0.0,1.0355924858369288,0.2916666666666667
machine,machine,9,1,1.2574689248405877e-10,0.0,1.007930159393017,0.08333333333333333
machine,machine,10,1,3.856976611269047e-07,0.0,1.3175419802109778,0.9583333333333334
machine,machine,11,1,8.03970389648524e-16,0.0,1.4301099194673044,0.75
machine,machine,12,1,3.623255810156575e-20,0.0,1.3062083965401523,0.16666666666666666
machine,machine,13,1,-2.209886436398234e-16,0.0,1.2522062340596392,0.08333333333333333
machine,machine,14,1,1.9899976286942898e-19,0.0,0.9765535509270715,0.041666666666666664
machine,machine,15,1,2.627748181846188e-06,0.0,1.4642736656295114,0.125
machine,machine,16,1,2.182622263369048e-06,0.0,1.3593444432068726,0.20833333333333334
machine,machine,17,1,3.955093048804385e-06,0.0,1.381461972501899,0.2916666666666667
machine,machine,18,1,7.10339250157746e-16,0.0,1.3497484703602511,0.08333333333333333
machine,machine,19,1,1.8542178822770237e-19,0.0,1.3747928048757656,0.16666666666666666
machine,machine,20,1,3.384594313438118e-15,0.3333333333333333,1.647462970052378,0.5833333333333334
machine,machine,21,1,8.34924255911086e-10,0.0,1.4808770854536115,0.125
machine,machine,22,1,4.648532582272873e-11,0.0,1.648077510197444,0.041666666666666664
machine,machine,23,1,5.491968899256937e-16,0.0,1.5960237749040482,0.5
machine,machine,24,1,2.7746004721756087e-06,0.0,1.0573560517050071,0.16666666666666666
machine,machine,25,1,6.6070442740351975e-06,0.0,1.595461985272065,0.625
machine,machine,26,1,2.681207138156337e-14,0.25,1.2434008595435573,0.0
machine,machine,27,1,6.295706057525312e-22,0.25,1.3110632792733166,0.0
machine,machine,28,1,2.287831350859238e-16,0.5,1.1820298337083865,0.7083333333333334
machine,machine,29,1,1.1149424780525844e-16,0.0,1.180043092635187,0.375
machine,machine,30,1,1.4502257535640503e-07,0.0,1.6000536769085447,0.5833333333333334
machine,machine,31,1,1.1199735826124545e-19,0.16666666666666666,1.5371183574266833,0.5416666666666666
machine,machine,32,1,8.027590646166148e-06,0.0,1.2569177268796559,0.16666666666666666
machine,machine,33,1,5.9674346308805936e-15,0.0,1.6641495733723901,0.16666666666666666
machine,machine,34,1,1.110236069629898e-16,0.0,1.6663139299357699,0.25
machine,machine,35,1,5.420420991110277e-22,0.0,1.428102932604783,0.0
machine,machine,36,1,8.484365988430181e-15,0.0,1.3328351149647633,0.75
machine,machine,37,1,1.3154886099565685e-10,0.0,1.6130169354660082,0.4583333333333333
machine,machine,38,1,1.2312593178795217e-10,0.0,1.251131963604415,0.125
machine,machine,39,1,1.464550542539843e-17,0.0,0.9622052935791848,0.375
machine,machine,40,1,2.0623998260307045e-18,0.0,1.6818536219723814,0.5
machine,machine,41,1,2.218719377630052e-18,0.0,1.4279735737344714,0.20833333333333334
machine,machine,42,1,5.4864714714477985e-25,0.5,1.446685779950853,0.375
machine,machine,43,1,3.880875503434569e-06,0.0,1.6690955003043482,0.5
machine,machine,44,1,9.434009073976643e-13,0.08333333333333333,1.6810749118795318,0.5416666666666666
machine,machine,45,1,3.015791823452571e-15,0.0,1.3497221496727785,0.0
machine,machine,46,1,1.184329111840207e-16,0.0,1.199126697204191,0.3333333333333333
machine,machine,47,1,8.69951065417891e-13,0.25,1.3250130924206864,0.0
machine,machine,48,1,2.7132317877172726e-12,0.0,1.4299182345221602,0.125
machine,machine,49,1,-2.2204460492451253e-16,0.5,1.358289704928336,0.0
